Text	Channel
Coronavirus - Nizamuddin Evacuees Creating Trouble, Need Security: Delhi Government 	NDTV
Top stories now on 	NDTV
RT @NDTVProfit: Coronavirus-Induced Weakness In Rupee To Linger In Near Term: Poll	NDTV
RT @NDTVProfit: Sensex Falls Over 400 Points, Nifty Below 8,150 As Markets Give Up Early Gains	NDTV
China cares more about its reputation, reported inaccurate #COVID-19 figures: Nikki Haley	NDTV
RT @carandbike: With the advent of the #BS6 emission regulations, these 10 motorcycles are now part of Indian motorcycling history. Check D	NDTV
RT @NDTVProfit: US Stock Markets End Over 2% Higher After Jump In Crude Oil Prices	NDTV
"""Switch off lights on Sunday, light candles on balconies"": PM amid #lockdown"	NDTV
Light candles on Sunday at 9 pm to show solidarity amid #CoronavirusLockdown: PM Modi urges nation	NDTV
"#Watch | ""Everyone should follow social distancing during the event"": PM Modi in his message to the nation"	NDTV
"#Watch | ""This Sunday, on April 5, at 9 pm, light a candle, lamp, torch or your phone\'s flash light outside your do"	NDTV
"""Come let\'s fight #coronavirus together."": PM Modi\'s message to nation#CoronavirusOutbreak #CoronavirusPandemic "	NDTV
"""Not to cross the Laksham Rekha of social distancing"": PM Modi urges the nation amid #coronaviruslockdown"	NDTV
"#Watch | ""No one is alone in this #lockdown"": PM Modi on #CoronavirusLockdown #CoronavirusOutbreak"	NDTV
"""Imperative to have faith in the collective strength of 130 crore Indians"": PM Modi #CoronavirusPandemic"	NDTV
"#Watch | ""Janata Curfew was a success, displayed unity of India to other nations"": PM Modi on #CoronavirusLockdown"	NDTV
"""The way you all have come together in this time of crisis is commendable. India has set an example for the rest of"	NDTV
"""9th day of #CoronavirusLockdown today"": PM Modi shares video message for the nation#CoronavirusPandemic "	NDTV
Watch live: PM Modi shares video message for the nation#CoronavirusLockdown #CoronavirusOutbreak	NDTV
An NDTV Global Townhall with @PrannoyRoyNDTV, tonight at 9. Do watch. 	NDTV
Top stories now on 	NDTV
"RT @CricketNDTV: New Zealand Cricket chief executive said trips to the Caribbean scheduled for June-July were ""most unlikely"", while there"	NDTV
"PM Modi to share video message ""for the people of India"" at 9 am"	NDTV
Third #coronavirus positive case in Mumbai's slum cluster #Dharavi - a 35-year-old doctor.#CoronavirusOutbreak	NDTV
Global #coronavirus cases top 1 million as pandemic spreadsRead more here: 	NDTV
Top stories now on 	NDTV
Virus-hit cruise ship arrives in Florida -- and another on way	NDTV
UK's worst day for deaths is projected to be Easter Sunday: report	NDTV
Google to allow some #coronavirus ads, starting with hospitals	NDTV
Global #coronavirus cases top 1 million as pandemic spreads	NDTV
Donald Trump announces he tested negative on new #coronavirus test	NDTV
Government launches mobile app to help people track spread of #coronavirus	NDTV
Pawan Kalyan urges S Jaishankar to help stranded Indian students in UK	NDTV
#Coronavirus: World Bank approves $1 billion emergency financing for India	NDTV
Delhi fair price shop owner arrested for misappropriation of foodgrains	NDTV
Indian-origin shopping complex in Singapore confirms #coronavirus cluster	NDTV
Buses with foreign tourists allowed to pass after paper verification: Police	NDTV
Uber to start shipping car disinfectants to drivers	NDTV
Fodder for Mumbai's Aarey colony's cattle to last 8 days amid #lockdown	NDTV
United States record 1,169 deaths in 24 hours due to #coronavirus, highest in a day: news agency AFP quotes Johns H	NDTV
"""Worst moment of my life,"" says Spanish #coronavirus survivor"	NDTV
960 foreigners linked to Islamic sect blacklisted, ministry orders action	NDTV
60-year-old man spends quarantine on boat in West Bengal village	NDTV
India moved fast on lockdowns, can restrict it to hotspots: WHO envoy 	NDTV
6.65 million file for unemployment benefits in US amid #coronavirus crisis 	NDTV
Tamil Nadu man's 500-km walk amid lockdown becomes his last 	NDTV
"""Dear Elon..."": Ukraine asks Tesla chief for ventilators to fight virus "	NDTV
Divided city: Rows of fences split China's coronavirus-scarred epicentre Wuhan 	NDTV
Toaster-sized ventilator helps hospitals in India in war against #COVID19 	NDTV
.@LRC_NDTV | 	NDTV
Assam's 24-hour manhunt to trace 500 linked to Delhi mosque event 	NDTV
France records 471 more #coronavirus hospital deaths in single day 	NDTV
Asked For 5 Lakh Kits For Doctors, Got 4,000: Nitish Kumar To PM On Video Call 	NDTV
.@LRC_NDTV | 	NDTV
"WATCH | ""India has a chance of really getting on top of this virus and getting ahead of it"": WHO special envoy Dr D"	NDTV
RT @Sports_NDTV: Clubs like #TottenhamHotspur, #NewcastleUnited and #Norwich have said they will use a government scheme to guarantee 80 pe	NDTV
Nizamuddin-like event near Mumbai averted in March: Maharashtra Minister 	NDTV
Coronavirus - Tamil Nadu Man's 500-km Walk Amid Lockdown Becomes His Last 	NDTV
"Delhi top cop gives ""five simple mantras"" to free India from #coronavirus "	NDTV
"Defence research body develops ""bio-suit"" for medics treating #COVID19 "	NDTV
Test, protect, inform: What HIV can teach us about #COVID19 	NDTV
#France reports 471 more #coronavirus deaths, toll exceeds 4,500: Official (AFP)#CoronavirusPandemic #CoronavirusOutbreak'	NDTV
Tamil Nadu man's 500-km walk amid lockdown becomes his last 	NDTV
Nizamuddin evacuees creating trouble, need security: Delhi government 	NDTV
Google pledges USD 6.5 million to fight misinformation 	NDTV
Government gives stranded foreigners exemption from lockdown 	NDTV
20,000 litres of disinfectant sprayed in Delhi's Nizamuddin area 	NDTV
15 members of Maharashtra family caught violating home quarantine norms 	NDTV
"""Dear Elon..."": Ukraine asks Tesla chief for ventilators to fight virus "	NDTV
UP Police beating migrant labourers instead of supporting them: Congress	NDTV
Top stories now on 	NDTV
"RT @Sports_NDTV: #FIFA boss Gianni Infantino said that because of the deadly #CoronavirusPandemic for once football ""is not the most import"	NDTV
WhatsApp group admin, member arrested near Delhi over #COVID19 rumour 	NDTV
9,000 Islamic sect members, primary contacts quarantined across India 	NDTV
Paris hospitals use 3D printing to produce medical devices amid shortfall 	NDTV
Watch | Delhi Health Minister Satyendra Jain said he hasn't come across any information about doctors at hospitals	NDTV
Calling Army to enforce rules can only be last resort: NCP chief Sharad Pawar 	NDTV
Amazon to roll out temperature checks, masks for staffs amid #coronavirus crisis 	NDTV
An NDTV Global Townhall with @PrannoyRoyNDTV  this Friday at 9 pm. Do watch. 	NDTV
RT @Sports_NDTV: #TottenhamHotspur are one of four #PremierLeague clubs to implement this measure which involves a reduction in the staff m	NDTV
Top stories now on 	NDTV
British Airways temporarily lays off 28,000 staff, reports news agency AFP. #CoronavirusOutbreak #COVID19'	NDTV
Thailand imposes nationwide curfew to curb #coronavirus spread 	NDTV
Contact tracing, testing as per protocol being conducted: Health Ministry 	NDTV
Need to prepare for economic devastation: Rahul Gandhi over #CoronavirusLockdown 	NDTV
"""Reassuring results"": Senegal uses anti-malarial drug to fight #COVID19 "	NDTV
"RT @moviesndtv: #Navya And #Agastya Are Doing Full Justice To #ShwetaBachchanNanda\'s ""Progeny Appreciation"" Post "	NDTV
Watch | Prime Minister Modi will share a video message at 9 am tomorrow.#COVID19 #CoronavirusOutbreak	NDTV
Watch | Congress President Sonia Gandhi said lockdown was necessary to control #COVID19 but the way it was implemen	NDTV
Global passenger demand sees steepest decline since 9/11: Aviation body 	NDTV
Asked for 5 lakh kits for doctors, got 4,000: Bihar Chief Minister Nitish Kumar to PM on video call	NDTV
"Boris Johnson ""massively increasing"" tests as #COVID19 deaths jump in UK "	NDTV
Around 50 medical workers infected by #COVID19: Health Ministry official 	NDTV
Coronavirus cases cross 2,000 in India, 53 have died 	NDTV
"""Insensitive, indecent"": JP Nadda slams Sonia Gandhi remarks on #CoronavirusLockdown "	NDTV
Divided city: Rows of fences split China's coronavirus-scarred epicentre Wuhan 	NDTV
Top stories now on 	NDTV
RT @moviesndtv: Birthday Boy #AjayDevgn Posted The Coolest Thank You Note Ever. Seen Yet? 	NDTV
"WATCH | ""Plan already being worked out on how to gradually bring normalcy"": Karnataka Deputy CM Ashwath Narayan on"	NDTV
RT @CricketNDTV: Virat Kohli talks to Kevin Pietersen about lockdown, MS Dhoni, RCB and lowest point#ViratKohli #MSDhoni #CoronavirusPa	NDTV
"WATCH | ""Necessary action will be taken against the culprits"": Karnataka Deputy Chief Minister Ashwath Narayan on a"	NDTV
Watch | The top headlines on #TheNews with @soniandtv 	NDTV
"WATCH | ""Situation very much in control right now...We are extensively improvising ourselves to make sure the disea"	NDTV
WATCH | Kerala Health Minister KK Shailaja on measures taken by the government to protect healthcare workers.	NDTV
Considering the crisis brought	NDTV
WATCH | 	NDTV
"Watch | ""Our priority is to trace people who are coming from outside...,"" Kerala Health Minister KK Shailaja tells"	NDTV
"WATCH | ""PM said next two weeks are very crucial"": Kerala Health Minister KK Shailaja.#COVID19"	NDTV
#COVID19 all India update: Number of positive cases cross 2000. 	NDTV
#JustIn | The number of confirmed cases of #coronavirus in India exceeds 2000.#COVID19 #CoronavirusOutbreak'	NDTV
RT @carandbike: #RBI advised banks to give consumers a 3-month loan moratorium in wake of the Coronavirus lockdown. More Details Here.#Loa	NDTV
Top stories now on 	NDTV
Dr David Nabarro, Special Envoy COVID-19, WHO spoke about how normal life can be restored after lockdowns.	NDTV
Domestic violence cases have risen since #CoronavirusLockdown: Women's panel 	NDTV
Doctors and other health workers handling #COVID19 patients must be looked after and not discriminated against, Dr	NDTV
Must jail those violating coronavirus lockdown, centre tells states 	NDTV
7 arrested for attacking #COVID19 health staff in Madhya Pradesh's Indore 	NDTV
Health workers, police attacked by mob in Bihar's Munger 	NDTV
International flights on case-by-case basis after #COVID19 lockdown ends: Aviation Minister 	NDTV
"PM Modi says will share video message ""with fellow Indians"" at 9 am tomorrow "	NDTV
Battling #coronaviris is a struggle that we have never seen before, says Dr David Nabarro, Special Envoy COVID-19,	NDTV
Boeing announces voluntary layoff plan amid #coronavirus crisis 	NDTV
6.65 million file for unemployment benefits in US amid #coronavirus crisis 	NDTV
RT @Gadgets360: Several countries are relying on mobile apps to help fight the ongoing #COVID19Pandemic. Here's a thread on who's doing wha	NDTV
"Dr David Nabarro, Special Envoy COVID-19, WHO said, ""India has a chance of really getting on top of this virus and"	NDTV
"WATCH | ""I understand that it\'s hard for people living in small houses, slums to maintain social distance but still"	NDTV
WATCH | 	NDTV
"WATCH | ""Not just Maharashtra, India, but the entire world is facing the shortage of ventilators, N-95 masks and pe"	NDTV
Home Ministry has directed Delhi Police and state police chiefs to take legal action against 960 foreigners, who we	NDTV
Iran warns of another year of crisis as #COVID19 deaths rise to 3,160 	NDTV
"""Playing petty politics over #coronavirus"": Amit Shah hits out at Congress#CoronavirusOutbreak #COVID19 "	NDTV
US nearly runs out of emergency stockpiles of medical supplies: Report 	NDTV
In the case of #TablighiJamaat, 960 foreigners have been blacklisted and their tourist visas cancelled: Office of t	NDTV
Amid lockdown, Delhi Chief Minister Arvind Kejriwal promises Rs 5,000 relief for cab drivers	NDTV
#Coronavirus helpline numbers either busy or unreachable, users complain 	NDTV
One arrested for attacking Mumbai civic body team in Dharavi 	NDTV
African Horse Sickness (AFS) kills over 100 horses in Thailand 	NDTV
PM Modi agrees with Uddhav Thackeray's suggestion at Chief Ministers' meet 	NDTV
No nation imposed lockdown without planning for migrant labourers: Congress	NDTV
US Navy does not rule out punishing captain who criticised #COVID19 response 	NDTV
Air India to conduct special flights to London to fly out stranded foreigners 	NDTV
Emirates to resume limited passenger flights from April 6 	NDTV
#CoronavirusOutbreak | India moved fast on lockdowns, can restrict it to hotspots: WHO envoy	NDTV
Oath-taking of 37 newly elected Rajya Sabha members on hold till #CoronavirusLockdown ends 	NDTV
Top stories now on 	NDTV
21 more test #COVID19 positive in Andhra Pradesh after Delhi mosque event 	NDTV
An NDTV Global Townhall with @PrannoyRoyNDTV, this Friday at 9 pm. Do watch. 	NDTV
Delhi Police help 40 women in labour reach hospital amid lockdown 	NDTV
RT @Gadgets360: Here are the best TV shows you can watch on Disney+ Hotstar 	NDTV
Muslim man who died of #COVID19 in Mumbai cremated after burial denied 	NDTV
Second #COVID19 case in Mumbai's Dharavi in less than 24 hours 	NDTV
RT @moviesndtv: Here's How @iHrithik Found A Spot In A Class 6 Value Education Textbook 	NDTV
"PM Modi Says Will Share Video Message ""With Fellow Indians"" At 9 am Tomorrow "	NDTV
RT @Gadgets360: Redmi is launching its first fitness band tomorrow	NDTV
RT @Sports_NDTV: #TottenhamHotspur's South Korean striker Son Heung-min will report to a marines boot camp later this month to fulfil milit	NDTV
RT @carandbike: The upcoming 7-seater version of the #Hyundai #Creta will be longer and it will get a new rear section with new taillamps a	NDTV
RT @Gadgets360: Delhi government has launched a WhatsApp-based helpline for those seeking information about #COVID19	NDTV
#COVID19 update from Maharashtra: 	NDTV
21 new #COVID19 cases in #Kerala, including 8 from the worst-hit Kasaragod: Chief Minister Pinarayi Vijayan. (PTI)	NDTV
#Coronavirus drives 6.65 million to file for US jobless benefits: news agency AFP'	NDTV
RT @NDTVFood: This Crispy Baby Corn Pakoda Will Liven Up Your Evening Tea (Recipe Inside)	NDTV
RT @NDTVFood: Ram Navami 2020: Did You Know These Foods Are Offered As Naivedyam in South India?	NDTV
RT @NDTVFood: Want To Chop Onions Quickly Without Tears? This TikTok User Has The Perfect Hack	NDTV
RT @NDTVFood: Watch: How To Make Instant Bread Rasmalai At Home #dessert #HomeQuarantine 	NDTV
Top stories now on 	NDTV
Air India to operate 18 flights for German, Canadian, French and Ireland nationals stranded in India, on request of	NDTV
RT @Gadgets360: Deutsche Telekom is selling the 'latest' OnePlus smartphone in a blind sale, believed to be one of upcoming OnePlus flagshi	NDTV
RT @Gadgets360: Zoom says it will freeze feature updates for the next 90 days and will focus entirely on fixing security issues	NDTV
"""Agriculture is the prime activity in our country. Sale of items like pesticides, fertilizers, seeds have been exem"	NDTV
PM Modi has allowed harvesting of crops on condition that social distancing is practiced by farmers. Transportation	NDTV
#Maharashtra | 30 government hospitals of the state designated as #COVID19 hospitals. 2,305 beds are available in t	NDTV
"PM says he will share video message ""with my fellow Indians"" at 9 am tomorrow "	NDTV
"""At 9 am tomorrow morning, I"	NDTV
"WATCH | ""Make sure that no one in your neighbourhood stays hungry, this will be the best way to celebrate Ram Navam"	NDTV
WATCH | Delhi Chief Minister Arvind Kejriwal tells a story to stress upon the importance of staying indoors amid	NDTV
Chief Minister Arvind Kejriwal announced financial help for auto rickshaw drivers hit by the lockdown.#COVID19	NDTV
RT @Gadgets360: Meet Tommy, the robot nurse that's keeping doctors in Italy safe from the novel #coronavirus 	NDTV
"""Rs 5000 will be given to all public service vehicle drivers, but may take 7-10 days. Be patient"": Chief Minister A"	NDTV
Chief Minister Arvind Kejriwal on #COVID19 situation in Delhi.#CoronavirusPandemic #CoronavirusOutbreak 	NDTV
"""The number of #coronavirus cases linked to Delhi mosque event likely to rise"": Chief Minister Arvind Kejriwal."	NDTV
RT @Gadgets360: From Dil Chahta Hai to Andhadhun, here are the best Hindi movies you can watch on Netflix right now	NDTV
#COVID19 is not spreading in Delhi, the numbers are showing that: Chief Minister Arvind Kejriwal.#CoronavirusPandemic #CoronavirusOutbreak'	NDTV
"RT @moviesndtv: Actor @justinlong Believes He And His Brother Have The Coronavirus But ""Unfortunately"" Can\'t Get Tested "	NDTV
RT @carandbike: These #diesel cars remained popular over the past years but have been discontinued as we usher into the new #BS6 era. Check	NDTV
Top stories now on 	NDTV
RT @moviesndtv: On #KapilSharma's Birthday, #SunilGrover Sends Wishes On Twitter 	NDTV
RT @Gadgets360: Google is relying on machine learning to improve audio quality of Duo calls	NDTV
Orders for more than 1.5 crore PPEs have been placed and supply has also started. Orders for more than 1 crore N95	NDTV
RT @carandbike: #MGMotorIndia to offer a grant of Rs. 10 lakh to the winning design and prototype under its Developer Program &amp; Grant to fi	NDTV
Watch | Medical professionals are working in the frontlines, battling against #COVID19. It is very unfortunate if p	NDTV
Building has been sealed and sample collection of all residents is underway. As per protocol, contact tracing is be	NDTV
Around 400 #COVID19 positive cases can be linked to #TablighiJamaat cluster: Health Ministry#CoronavirusPandemic #CoronavirusOutbreak'	NDTV
High Court Puts On Hold Kerala's Alcohol-With-Prescription Order 	NDTV
High Court Puts On Hold Kerala's Alcohol-With-Prescription Order 	NDTV
Out of about 2,000 #TablighiJamaat members in Delhi, 1,804 have been quarantined, 334 admitted to hospitals: Home M	NDTV
WATCH | Health Ministry Joint Secretary Lav Agarwal on #COVID19 cases linked to Delhi mosque event.	NDTV
Government To Decide On Fast-Track Test Kits For COVID-19 Hotspots 	NDTV
328 new cases of #COVID19 and 12 deaths reported since Wednesday: Health Ministry#CoronavirusOutbreak #CoronavirusPandemic #COVID19'	NDTV
Watch | Lockdown must be followed strictly and no one should pay heed to rumours, the Home Ministry said.#COVID19	NDTV
"WATCH | ""328 new cases, total 1965 #coronavirus cases reported across country. 50 people have died and 151 have rec"	NDTV
Resumption of international flights to be considered on case-by-case basis after India's #CoronavirusLockdown ends:	NDTV
In Search For Islamic Sect Members, Bihar Finds 70 Foreign Preachers 	NDTV
Rajya Sabha Chairman Venkaiah Naidu puts on hold oath-taking of 37 newly elected members till #CoronavirusLockdown	NDTV
Top stories now on 	NDTV
RT @Gadgets360: Disney+ Hotstar is launching in India tomorrow. Here's how you can watch the virtual red carpet premiere event:	NDTV
Prime Minister Narendra Modi interacts with Chief Ministers to step up efforts to tackle #COVID19. Here are the key	NDTV
"Need Plan For ""Staggered"" Movement Of People After Lockdown: PM To States "	NDTV
Spain reports 950 #coronavirus deaths in 24 hours, total count tops 10,000 	NDTV
"Iran says ""unlike US, it only acts in self-defense"" after Trump\'s warning "	NDTV
"Indian-origin Singaporean jailed for shouting ""corona, corona"", spitting on hotel floor "	NDTV
"#Watch | ""The quicker you get on to it, the shorter the pain will be"": Dr David Nabarro, Special Envoy COVID-19, WH"	NDTV
Toaster-sized ventilator helps hospitals in India in war against #COVID19 	NDTV
Thalassemics helpless as lockdown leads to shortage of blood in Bengal 	NDTV
"#Watch | ""Nobody wants long lockdowns but you need a lockdown to get everybody prepared"": Dr David Nabarro, Special"	NDTV
"RT @Sports_NDTV: HS Prannoy believes that the already ""bleak"" scenario would only get worse if things don\'t take a turn for the better in o"	NDTV
11 more people have tested positive for #COVID in #Rajasthan. Total number of cases now 131 including 2 Italians an	NDTV
"#Watch | ""Health workers are our frontline soldiers in this war and we must look after them, treat them with absolu"	NDTV
"Need plan for ""staggered"" movement of people after lockdown: PM Modi to states "	NDTV
RT @Gadgets360: Nvidia has launched its high-end GeForce RTX 2080 Super and GeForce RTX 2070 Super GPUs for gaming laptops. Here's what's n	NDTV
#COVID19 cases rise to 33 in #Haryana; 20 active cases: State Health Department. (ANI)#CoronavirusOutbreak #CoronavirusPandemic'	NDTV
RT @Gadgets360: Apple is 'scrambling' to prevent product delays due to the #COVID19 outbreak, according to a report 	NDTV
#Coronavirus death toll in #Spain exceeds 10,000: news agency AFP#CoronavirusOutbreak #CoronavirusPandemic'	NDTV
AIIMS doctor seventh physician in Delhi to test #COVID-positive 	NDTV
Case against Bengal doctor for online post faces High Court ire 	NDTV
Government to decide on fast-track test kits for #COVID19 hotspots 	NDTV
RT @CricketNDTV: David Warner went back to the time when his IPL franchise SunRisers Hyderabad won the title in 2016#DavidWarner#IPL h	NDTV
China's Shenzhen bans eating of cats, dogs after #COVID19 outbreak 	NDTV
100 Taliban terrorists to be released from Afghan jails today 	NDTV
Top stories now on 	NDTV
Highlights from PM Modi's first video conference with all chief ministers amid #CoronavirusLockdown	NDTV
RT @carandbike: With the new #BharatStageVI (BS6) emission regulations in place, several scooters across different brands have been discont	NDTV
RT @carandbike: Checkout what unconventional #Bollywood stars love to drive. Details Inside.	NDTV
#Coronavirus #COVID19 	NDTV
No masking the mockery: Japan two-mask pledge ripped online 	NDTV
6-week-old is youngest #COVID19 victim in US, global cases near million 	NDTV
RT @Gadgets360: Samsung Galaxy Note 20+ 5G may be powered by Qualcomm's Snapdragon 865+ SoC	NDTV
Mumbai 3-day-old tests #COVID19 positive, father blames hospital 	NDTV
In lockdown, Indian farmers feed broccoli, strawberries to cattle 	NDTV
RT @NDTVProfit: Air India Suspends Contracts Of Around 200 Pilots Amid COVID-19: Report	NDTV
RT @CricketNDTV: Sporting activities around the world came to a grinding halt in the wake of the #CoronavirusPandemic that has claimed more	NDTV
AIIMS doctor tests positive for #COVID19, total number of Delhi doctors infected now 7. #CoronavirusOutbreak #CoronavirusPandemic'	NDTV
"#Watch | ""India has a chance of getting on top of this virus and getting ahead of it"": Dr David Nabarro, Special En"	NDTV
RT @Gadgets360: India's national cyber security agency CERT-In says that the Zoom app is vulnerable to cyber attacks 	NDTV
Top stories now on 	NDTV
Second #COVID19 case in Mumbai's Dharavi in less than 24 hours 	NDTV
Islamic Sect Chief, In Hiding, Claims Self-Quarantine In Audio Message 	NDTV
RT @Sports_NDTV: Asian Football Confederation extended the deadline for preliminary bids for the 2027 Asian Cup on Thursday after the #Coro	NDTV
Second COVID-19 Case In Mumbai's Dharavi In Less Than 24 Hours 	NDTV
RT @Gadgets360: Asus has launched a new dual-screen gaming laptop powered by the new 10th generation Core i9 CPU and GeForce RTX 2080 Super	NDTV
RT @CricketNDTV: India lifted the World Cup trophy in 2011, after a gap of 28 years, when they beat Sri Lanka in the final at the Wankhede	NDTV
"#Watch | ""Antibody test is to understand the journey of the virus in the community"": Dr A Velumani, MD and CEO, Thy"	NDTV
"#Watch | Delhi municipal doctors protest ""faulty"" #COVID19 protection, get warning. Read here:"	NDTV
#Coronavirus #Dharavi #COVID19 	NDTV
"Second #coronavirus positive case in Mumbai's slum cluster #Dharavi in less than 24 hours. #CoronavirusOutbreak #COVID19"""	NDTV
RT @Gadgets360: The Indian government has launched a new mobile app called 'Aarogya Setu' to help track the #COVID19 outbreak in the countr	NDTV
Watch | Fire service personnel disinfect Delhi's #Nizamuddin area that emerged as a #coronavirus hotspot after	NDTV
RT @Gadgets360: An unannounced Poco smartphone seems to have appeared on a regulator's website. Is this the Poco F2?	NDTV
#Coronavirus: Sharad Pawar urges Muslims to stay at home on Shab-e-Barat 	NDTV
What doctors are learning about #COVID19 on the fly 	NDTV
On Camera, COVID-19 Health Staff Attacked, Chased Away In Madhya Pradesh's Indore 	NDTV
Newborn, mother test positive for #COVID19 in Mumbai's Chembur, were given same hospital room as infected person.	NDTV
Karnataka CM BS Yediyurappa distributes free milk amid #coronavirus crisis. Live updates here:	NDTV
Top stories now on 	NDTV
WHO chief's 3-point praise for PM Modi on help to poor amid #CoronavirusLockdown 	NDTV
328 COVID-19 Cases In 24 Hours, Spurt Linked To Delhi Event: 10 Points 	NDTV
Pakistan court commutes Daniel Pearl killer's death sentence to 7 years in jail 	NDTV
RT @Gadgets360: Intel has just launched its 10th generation 'Comet Lake-H' CPUs for gaming, workstation laptops. Here are all the details:	NDTV
RT @CricketNDTV: #GautamGambhir reminded the fans that World Cup 2011 was won by entire Team India and the dedicated support staff#WorldC	NDTV
In hiding, Delhi-based Islamic sect chief claims self-quarantine in audio 	NDTV
Government dismisses reports on railways resuming train reservations for post-lockdown period. #CoronavirusUpdate	NDTV
Gautam Gambhir donates 2 year's salary to PM-CARES fund to fight #coronavirus 	NDTV
RT @Gadgets360: Privacy-loving Germany is using a mobile app to manage the spread of the novel coronavirus 	NDTV
Jamia PhD student arrested for alleged conspiracy in Delhi violence 	NDTV
RT @Gadgets360: Mobile payments are growing in Africa due to the coronavirus pandemic as a majority of people decide to ditch cash for the	NDTV
PM Modi interacts with Chief Ministers across the country through video conference amid #coronavirus outbreak. (P	NDTV
RT @carandbike: #KiaMotors has sold 8583 units in March 2020, retaining its third position in the Indian market. More Details Here.@KiaMot	NDTV
Top stories now on 	NDTV
#DelhiViolence 	NDTV
"""Lockdown may be necessary but its unplanned implementation has caused chaos and pain to millions of migrant worker"	NDTV
#Jamia University student Miran Haider arrested on charges of conspiracy for #DelhiViolence that claimed over 50 lives.'	NDTV
RT @Gadgets360: YouTube could soon launch a TikTok rival	NDTV
"""No alternative to constant and reliable testing to fight #COVID19; our doctors, nurses, health workers need all su"	NDTV
RT @Gadgets360: Google to Shut Down Neighbourly, Its Local Community Information App, Less Than Two Years After Launch 	NDTV
RT @Gadgets360: Attackers may use the Zoom app to steal Windows passwords, take control of your Mac	NDTV
Ready to help India to procure ventilators, but production a challenge: China 	NDTV
WHO Director-General Tedros Adhanom Ghebreyesus praises PM Modi for announcing a $24 billion package to support Ind	NDTV
RT @Gadgets360: Losing your sense of smell and taste may be a symptom of #COVID19, according to a study	NDTV
RT @Sports_NDTV: #JuanMata has trolled his Manchester United team-mate #NemanjaMatic by jokingly saying the Serbia midfielder is only claim	NDTV
Noida chief medical officer removed, second officer to lose office in week 	NDTV
Delhi #coronavirus updates by Health Minister Satyendar Jain:	NDTV
RT @Gadgets360: Wi-Fi signals could soon be used to power your smartphones, tablets, and other devices	NDTV
Top stories now on 	NDTV
Locked in cages, beaten, shamed: #COVID19 laws lead to abuses in nations 	NDTV
#CoronavirusUpdate from North-east: total 20 positive cases	NDTV
All 9 #COVID19 deaths in Telangana traced to Delhi Islamic sect event 	NDTV
Arunachal Pradesh reports its first #coronavirus case; the patient has been kept under strict quarantine.	NDTV
RT @CricketNDTV: India won their second 50-over World Cup title on this day in 2011, after a gap of 28 years	NDTV
#Watch | On camera, health workers attacked in Madhya Pradesh's Indore; 2 doctors injured. #CoronavirusOutbreak	NDTV
50 #coronavirus deaths in India, 12 in last 24 hours, number of cases rise to 1965. #CoronavirusOutbreak #CoronavirusPandemic #COVID19'	NDTV
#Coronavirus 	NDTV
RT @Gadgets360: J.K. Rowling is offering free Harry Potter content to help families #StayAtHome during the coronavirus pandemic	NDTV
''If you come to road, I'll come to your home'': Bengaluru cops' lockdown warning 	NDTV
RT @CricketNDTV: Tony Lewis, one of the men behind the Duckworth-Lewis-Stern method used in weather-affected limited overs cricket matches,	NDTV
RT @carandbike: #RoyalEnfield sold 32,630 units in March 2020, which is a dip of 44 per cent compared to 58,434 units sold in March 2019. D	NDTV
RT @Gadgets360: OnePlus 8 Pro could ship in a new 'Ultramarine Blue' colour option, according to leaked renders 	NDTV
Top stories now on 	NDTV
RT @NDTVProfit: Financial Markets To Remain Shut Today For Ram Navami	NDTV
Nearly 9,000 at #COVID19 risk from Delhi mosque event, says centre. 	NDTV
#CoronavirusUpdate | Haryana records its first #COVID19 death - 67-year-old man from Ambala. #CoronavirusOutbreak'	NDTV
Fire broke out at a bamboo market in Bengaluru's Shivaji Nagar early this morning. Fire now under control. 	NDTV
"RT @Gadgets360: ""I had no willingness to join Facebook at first,"" Aung San Suu Kyi. The Myanmar leader joined Facebook to share #COVID19 up"	NDTV
RT @Sports_NDTV: Indian shooter #ApurviChandela said that she will donate Rs 3 lakh to PM-CARES Fund while Rs 2 lakh to Rajasthan CM Relief	NDTV
Maharashtra #CoronavirusUpdate | Three more #COVID19 cases reported in the state; total now 338: health official #CoronavirusOutbreak'	NDTV
Nirmal Singh, Padma Shri winner and Sikh spiritual singer, dies of #COVID19 	NDTV
An NDTV Global Townhall with @PrannoyRoyNDTV, this Friday at 9 pm. Do watch. 	NDTV
Top stories now on 	NDTV
RT @Gadgets360: T-Mobile has officially completed the $23 billion merger with Sprint 	NDTV
Three fresh #COVID19 cases reported in Assam, total now 16. All cases are linked to the Delhi mosque gathering last	NDTV
RT @Sports_NDTV: Lightweight champion #KhabibNurmagomedov was due to have headlined the UFC 249 event in a bout against #TonyFerguson#Cor	NDTV
"Donald Trump warns Iran of ""heavy price"" in case of attack on US troops "	NDTV
#Coronavirus deaths in US rise to 884, highest in one day: report 	NDTV
India's probe agency files first overseas case over Kabul gurdwara attack 	NDTV
62-year-old Padma Shri awardee and former ''Hazuri Raagi'' at Golden Temple dies of #coronavirus in Amritsar: healt	NDTV
Coronavirus: Nearly 9,000 At COVID-19 Risk From Delhi Mosque Event, Says Centre 	NDTV
"""How do we know"": Trump doubts China\'s official #coronavirus death count "	NDTV
US Navy evacuates #coronavirus-struck aircraft carrier Roosevelt 	NDTV
